849,17,16,1
1219,24,44,1
2363,48,11,1
2424,49,23,1
193,3,47,1
1389,28,17,1
2154,43,48,1
1163,23,37,1
2009,41,0,1
2006,40,47,1
1581,32,13,1
1648,33,31,1
1866,38,4,1
81,1,33,1
2155,43,49,1
13,0,14,1
39,0,40,1
10,0,11,1
1948,39,37,1
2339,47,36,1
863,17,31,1
2202,44,47,1
2289,46,35,1
1328,27,5,1
909,18,28,1
158,3,12,1
2428,49,27,1
835,17,2,1
2199,44,43,1
903,18,22,1
1627,33,10,1
1330,27,7,1
1752,35,38,1
368,7,26,1
1125,22,48,1
412,8,21,1
1796,36,32,1
2133,43,26,1
423,8,32,1
1351,27,29,1
458,9,18,1
1638,33,21,1
1913,39,2,1
869,17,37,1
2071,42,13,1
1746,35,31,1
2349,47,46,1
853,17,21,1
1039,21,10,1
365,7,23,1
1872,38,10,1
673,13,37,1
1066,21,38,1
278,5,34,1
1807,36,44,1
614,12,27,1
612,12,25,1
471,9,31,1
1600,32,33,1
1382,28,10,1
375,7,33,1
384,7,42,1
293,5,49,1
1162,23,36,1
1619,33,2,1
2002,40,43,1
1937,39,26,1
829,16,46,1
155,3,9,1
1297,26,23,1
1824,37,11,1
1447,29,26,1
1289,26,15,1
1097,22,19,1
848,17,15,1
2235,45,30,1
35,0,36,1
2247,45,42,1
1716,35,1,1
625,12,38,1
419,8,28,1
583,11,45,1
2275,46,21,1
420,8,29,1
2378,48,26,1
1702,34,37,1
1410,28,39,1
858,17,26,1
2256,46,2,1
40,0,41,1
743,15,8,1
1597,32,29,1
1059,21,31,1
757,15,23,1
1513,30,44,1
1816,37,3,1
787,16,3,1
584,11,46,1
610,12,23,1
1198,24,22,1
1057,21,29,1
17,0,18,1
1532,31,13,1
53,1,5,1
235,4,40,1
2094,42,36,1
651,13,15,1
2208,45,3,1
223,4,28,1
2380,48,28,1
613,12,26,1
240,4,45,1
1534,31,15,1
760,15,26,1
1768,36,4,1
565,11,27,1
824,16,41,1
509,10,20,1
1936,39,25,1
1754,35,40,1
2355,48,3,1
1507,30,38,1
808,16,25,1
1464,29,44,1
215,4,20,1
1750,35,36,1
1773,36,9,1
1585,32,17,1
1482,30,12,1
970,19,40,1
1899,38,37,1
1725,35,10,1
144,2,47,1
300,6,7,1
116,2,19,1
691,14,5,1
2057,41,49,1
982,20,2,1
1783,36,19,1
1971,40,11,1
1023,20,44,1
670,13,34,1
91,1,43,1
715,14,30,1
1199,24,23,1
237,4,42,1
2181,44,25,1
852,17,20,1
695,14,9,1
1551,31,33,1
968,19,38,1
1035,21,6,1
1033,21,4,1
748,15,13,1
2215,45,10,1
1531,31,12,1
2013,41,4,1
2152,43,46,1
1907,38,46,1
2010,41,1,1
114,2,17,1
543,11,4,1
1738,35,23,1
514,10,25,1
1083,22,5,1
1148,23,21,1
688,14,2,1
732,14,47,1
941,19,10,1
1090,22,12,1
399,8,7,1
1652,33,36,1
1805,36,42,1
1961,40,1,1
2224,45,19,1
194,3,48,1
1636,33,19,1
1010,20,31,1
1838,37,25,1
1461,29,41,1
1715,35,0,1
376,7,34,1
1433,29,12,1
831,16,48,1
1309,26,36,1
1674,34,8,1
340,6,47,1
1671,34,5,1
1015,20,36,1
161,3,15,1
1520,31,1,1
1127,23,0,1
1759,35,45,1
2212,45,7,1
647,13,10,1
1771,36,7,1
485,9,45,1
2201,44,46,1
895,18,13,1
208,4,13,1
123,2,26,1
2119,43,12,1
500,10,11,1
15,0,16,1
297,6,3,1
721,14,36,1
1190,24,14,1
623,12,36,1
1557,31,39,1
2092,42,34,1
1298,26,24,1
1881,38,19,1
1340,27,17,1
2413,49,12,1
1941,39,30,1
196,4,0,1
890,18,8,1
1785,36,21,1
1542,31,23,1
936,19,5,1
822,16,39,1
173,3,27,1
999,20,19,1
12,0,13,1
776,15,42,1
761,15,27,1
1859,37,47,1
219,4,24,1
2274,46,20,1
203,4,8,1
307,6,14,1
1679,34,13,1
1897,38,35,1
1576,32,8,1
252,5,8,1
2301,46,48,1
1611,32,44,1
209,4,14,1
1154,23,28,1
251,5,7,1
1101,22,24,1
821,16,38,1
1095,22,17,1
1665,33,49,1
1042,21,13,1
304,6,11,1
289,5,45,1
879,17,47,1
1605,32,38,1
1266,25,42,1
734,14,49,1
1251,25,27,1
2432,49,31,1
564,11,26,1
886,18,4,1
29,0,30,1
1160,23,34,1
2388,48,36,1
2376,48,24,1
2210,45,5,1
643,13,6,1
2041,41,32,1
860,17,28,1
648,13,11,1
1644,33,27,1
1943,39,32,1
1325,27,2,1
1370,27,48,1
751,15,17,1
127,2,30,1
945,19,14,1
1499,30,29,1
983,20,3,1
292,5,48,1
2066,42,8,1
76,1,28,1
2029,41,20,1
2063,42,5,1
2344,47,41,1
2028,41,19,1
1286,26,12,1
1215,24,40,1
2034,41,25,1
1815,37,2,1
1711,34,46,1
1639,33,22,1
884,18,2,1
214,4,19,1
2266,46,12,1
434,8,43,1
783,15,49,1
2049,41,40,1
280,5,36,1
1096,22,18,1
2195,44,39,1
669,13,33,1
1992,40,32,1
1443,29,22,1
769,15,35,1
1326,27,3,1
579,11,41,1
1610,32,43,1
1006,20,27,1
800,16,17,1
616,12,29,1
1764,36,0,1
1202,24,27,1
1719,35,4,1
187,3,41,1
2315,47,12,1
185,3,39,1
1959,39,49,1
664,13,28,1
1089,22,11,1
1553,31,35,1
1887,38,25,1
2020,41,11,1
920,18,39,1
568,11,30,1
2370,48,18,1
1758,35,44,1
2395,48,43,1
282,5,38,1
818,16,35,1
192,3,46,1
1003,20,24,1
1136,23,9,1
1168,23,42,1
714,14,29,1
477,9,37,1
64,1,16,1
847,17,14,1
1235,25,10,1
2143,43,36,1
1103,22,26,1
1932,39,21,1
617,12,30,1
1133,23,6,1
1779,36,15,1
804,16,21,1
850,17,18,1
26,0,27,1
1698,34,32,1
14,0,15,1
310,6,17,1
429,8,38,1
445,9,4,1
1812,36,49,1
1424,29,3,1
573,11,35,1
277,5,33,1
1703,34,38,1
301,6,8,1
446,9,5,1
622,12,35,1
872,17,40,1
150,3,4,1
1721,35,6,1
1249,25,24,1
2302,46,49,1
1864,38,2,1
813,16,30,1
1450,29,30,1
1980,40,20,1
2019,41,10,1
506,10,17,1
1098,22,20,1
88,1,40,2
1313,26,40,2
1287,26,13,2
2356,48,4,2
1239,25,14,2
1339,27,16,2
269,5,25,2
90,1,42,2
1460,29,40,2
1217,24,42,2
1774,36,10,2
981,20,1,2
2162,44,6,2
1102,22,25,2
1108,22,31,2
1413,28,42,2
2328,47,25,2
1685,34,19,2
2039,41,30,2
1540,31,21,2
2061,42,3,2
447,9,6,2
785,16,1,2
1086,22,8,2
1055,21,27,2
1484,30,14,2
1999,40,39,2
124,2,27,2
652,13,16,2
432,8,41,2
120,2,23,2
175,3,29,2
2156,44,0,2
148,3,1,2
332,6,39,2
1760,35,46,2
1265,25,41,2
2345,47,42,2
2418,49,17,2
1860,37,48,2
1621,33,4,2
2004,40,45,2
1281,26,7,2
534,10,45,2
880,17,48,2
1854,37,42,2
713,14,28,2
2350,47,48,2
1836,37,23,2
2236,45,31,2
374,7,32,2
1082,22,4,2
789,16,5,2
428,8,37,2
2093,42,35,2
1904,38,43,2
1419,28,48,2
100,2,3,2
245,5,0,2
1688,34,22,2
2011,41,2,2
750,15,16,2
1543,31,24,2
1615,32,48,2
708,14,23,2
904,18,23,2
1073,21,45,2
60,1,12,2
188,3,42,2
1072,21,44,2
409,8,18,2
851,17,19,2
333,6,40,2
668,13,32,2
547,11,8,2
1151,23,25,2
462,9,22,2
1496,30,26,2
1359,27,37,2
2399,48,47,2
299,6,5,2
2112,43,5,2
530,10,41,2
690,14,4,2
1238,25,13,2
2217,45,12,2
563,11,25,2
1270,25,46,2
1505,30,36,2
1365,27,43,2
101,2,4,2
1362,27,40,2
675,13,39,2
2126,43,19,2
253,5,9,2
287,5,43,2
1029,21,0,2
2295,46,41,2
828,16,45,2
533,10,44,2
716,14,31,2
266,5,22,2
1408,28,37,2
1706,34,41,2
2308,47,5,2
2138,43,31,2
1571,32,3,2
978,19,48,2
330,6,37,2
1924,39,13,2
2209,45,4,2
74,1,26,2
139,2,42,2
1589,32,21,2
650,13,14,2
603,12,16,2
591,12,3,2
1677,34,11,2
1500,30,31,2
328,6,35,2
912,18,31,2
400,8,9,2
1485,30,15,2
913,18,32,2
2384,48,32,2
1565,31,47,2
1203,24,28,2
1421,29,0,2
1314,26,41,2
836,17,3,2
694,14,8,2
1982,40,22,2
823,16,40,2
2075,42,17,2
1131,23,4,2
2225,45,20,2
1538,31,19,2
1663,33,47,2
231,4,36,2
602,12,15,2
1489,30,19,2
1028,20,49,2
1523,31,4,2
2106,42,49,2
386,7,44,2
250,5,6,2
873,17,41,2
1766,36,2,2
2330,47,27,2
1262,25,38,2
665,13,29,2
2394,48,42,2
837,17,4,2
767,15,33,2
660,13,24,2
1958,39,48,2
134,2,37,2
6,0,7,2
1331,27,8,2
72,1,24,2
1957,39,47,2
1583,32,15,2
16,0,17,2
1613,32,46,2
1150,23,24,2
1173,23,47,2
285,5,41,2
1112,22,35,2
2264,46,10,2
607,12,20,2
2419,49,18,2
1547,31,28,2
2389,48,37,2
689,14,3,2
1849,37,36,2
1826,37,13,3
1893,38,31,3
2170,44,14,3
1227,25,2,3
1310,26,37,3
979,19,49,3
28,0,29,3
1229,25,4,3
1145,23,18,3
1641,33,24,3
731,14,46,3
1337,27,14,3
1366,27,44,3
1705,34,40,3
315,6,22,3
778,15,44,3
1009,20,30,3
974,19,44,3
2100,42,43,3
1442,29,21,3
41,0,42,3
470,9,30,3
1034,21,5,3
1284,26,10,3
436,8,45,3
1210,24,35,3
1979,40,19,3
998,20,18,3
179,3,33,3
2449,49,48,3
1851,37,39,3
2401,49,0,3
104,2,7,3
723,14,38,3
357,7,15,3
1624,33,7,3
3,0,4,3
1832,37,19,3
796,16,12,3
1471,30,1,3
2073,42,15,3
988,20,8,3
990,20,10,3
1828,37,15,3
230,4,35,3
1965,40,5,3
2164,44,8,3
483,9,43,3
2268,46,14,3
362,7,20,3
1383,28,11,3
2233,45,28,3
1986,40,26,3
232,4,37,3
523,10,34,3
1045,21,16,3
2072,42,14,3
364,7,22,3
1221,24,46,3
51,1,3,3
172,3,26,3
79,1,31,3
2200,44,45,3
1541,31,22,3
802,16,19,3
268,5,24,3
1617,33,0,3
2245,45,40,3
176,3,30,3
2136,43,29,3
856,17,24,3
383,7,41,3
2248,45,43,3
839,17,6,3
31,0,32,3
2338,47,35,3
1412,28,41,3
1988,40,28,3
311,6,18,3
438,8,47,3
973,19,43,3
2238,45,33,3
1695,34,29,3
18,0,19,3
921,18,40,3
827,16,44,3
1925,39,14,3
2147,43,40,3
186,3,40,3
1865,38,3,3
574,11,36,3
1216,24,41,3
1609,32,42,3
84,1,36,3
1676,34,10,3
1354,27,32,3
49,1,0,3
2259,46,5,4
629,12,42,4
1012,20,33,4
1385,28,13,4
508,10,19,4
1876,38,14,4
1301,26,28,4
1784,36,20,4
900,18,19,4
490,10,0,4
426,8,35,4
2144,43,37,4
1917,39,6,4
2431,49,30,4
1608,32,41,4
21,0,22,4
2031,41,22,4
9,0,10,4
2206,45,1,4
1984,40,24,4
2043,41,34,4
700,14,15,4
1922,39,11,4
911,18,30,4
1356,27,34,4
1595,32,27,4
2381,48,29,4
1278,26,4,4
741,15,6,4
1572,32,4,4
1081,22,3,4
44,0,45,4
1662,33,46,4
2423,49,22,4
790,16,6,4
1886,38,24,4
1599,32,31,4
926,18,45,4
507,10,18,4
2342,47,39,4
1149,23,22,4
619,12,32,4
738,15,3,4
177,3,31,4
1208,24,33,4
971,19,41,4
1257,25,33,4
1847,37,34,4
1848,37,35,4
2127,43,20,4
1568,32,0,4
1654,33,38,4
274,5,30,5
358,7,16,5
2052,41,44,5
2114,43,7,5
1803,36,40,5
1143,23,16,5
2383,48,31,5
513,10,24,5
1212,24,37,5
424,8,33,5
2153,43,47,5
2173,44,17,5
2068,42,10,5
1544,31,25,5
2272,46,18,5
1888,38,26,5
259,5,15,5
2223,45,18,5
1891,38,29,5
146,2,49,5
494,10,4,5
475,9,35,5
363,7,21,5
1486,30,16,5
1032,21,3,6
1743,35,28,6
2196,44,40,6
22,0,23,6
639,13,2,6
1320,26,47,6
1181,24,5,6
768,15,34,6
190,3,44,6
54,1,6,6
1223,24,48,7
1157,23,31,7
1953,39,43,7
498,10,8,7
0,0,1,7
888,18,6,8
2035,41,26,8
1037,21,8,8
391,7,49,9
1348,27,25,9
