3,1
13,1
24,1
55,1
59,1
67,1
74,1
82,1
99,1
108,1
111,1
120,1
126,1
146,1
150,1
167,1
176,1
181,1
192,1
207,1
213,1
216,1
228,1
241,1
267,1
285,1
286,1
292,1
305,1
307,1
317,1
323,1
336,1
354,1
357,1
360,1
371,1
383,1
388,1
396,1
404,1
406,1
412,1
427,1
430,1
436,1
441,1
453,1
459,1
462,1
481,1
489,1
502,1
510,1
515,1
517,1
531,1
561,1
570,1
573,1
583,1
596,1
609,1
619,1
630,1
638,1
644,1
653,1
654,1
661,1
671,1
681,1
685,1
692,1
696,1
699,1
707,1
714,1
722,1
737,1
743,1
755,1
760,1
769,1
777,1
782,1
794,1
801,1
806,1
810,1
828,1
834,1
849,1
858,1
879,1
883,1
887,1
914,1
917,1
932,1
938,1
945,1
953,1
970,1
984,1
987,1
1005,1
1011,1
1017,1
1023,1
1033,1
1035,1
1041,1
1043,1
1069,1
1077,1
1085,1
1090,1
1097,1
1107,1
1114,1
1124,1
1136,1
1153,1
1163,1
1172,1
1179,1
1184,1
1202,1
1210,1
1217,1
1228,1
1234,1
1242,1
1245,1
1260,1
1268,1
1273,1
1279,1
1285,1
1295,1
1297,1
1302,1
1311,1
1329,1
1338,1
1343,1
1350,1
1354,1
1366,1
1379,1
1384,1
1394,1
1399,1
1420,1
1448,1
1452,1
1468,1
1475,1
1477,1
1487,1
1490,1
1495,1
1498,1
1507,1
1512,1
1519,1
1525,1
1538,1
1548,1
1551,1
1568,1
1577,1
1581,1
1592,1
1599,1
1611,1
1626,1
1632,1
1641,1
1647,1
1652,1
1657,1
1669,1
1678,1
1689,1
1696,1
1705,1
1711,1
1715,1
1725,1
1731,1
1736,1
1743,1
1755,1
1760,1
1767,1
1771,1
1780,1
1794,1
1801,1
1812,1
1819,1
1827,1
1830,1
1838,1
1845,1
1849,1
1858,1
1863,1
1865,1
1876,1
1884,1
1891,1
1897,1
1902,1
1911,1
1916,1
1927,1
1934,1
1943,1
1950,1
1954,1
1963,1
1987,1
2013,1
2018,1
2023,1
2029,1
2053,1
2061,1
2068,1
2075,1
2081,1
2094,1
2098,1
2124,1
2128,1
2134,1
2151,1
2166,1
2177,1
2197,1
2203,1
2208,1
2218,1
2225,1
2232,1
2245,1
2254,1
2270,1
2290,1
2298,1
2306,1
2318,1
2328,1
2340,1
2342,1
2368,1
2379,1
2380,1
2395,1
2406,1
2413,1
2429,1
2434,1
2455,1
2463,1
2470,1
2495,1
2498,1
2508,1
2510,1
2519,1
2533,1
2539,1
2543,1
2545,1
2559,1
2565,1
2570,1
2607,1
2613,1
2619,1
2640,1
2644,1
2652,1
2665,1
2684,1
2690,1
2701,1
2707,1
2713,1
2719,1
2723,1
2729,1
2734,1
2745,1
2752,1
2771,1
2773,1
2782,1
2794,1
2797,1
2803,1
2821,1
2830,1
2835,1
2842,1
2849,1
2859,1
2867,1
2874,1
2888,1
2896,1
2903,1
2912,1
2919,1
2925,1
2938,1
2946,1
2957,1
2966,1
2972,1
2979,1
2984,1
2998,1
3007,1
3015,1
3023,1
3034,1
3040,1
3050,1
3053,1
3064,1
3076,1
3092,1
3097,1
3103,1
3126,1
3128,1
3142,1
3151,1
3163,1
3188,1
3197,1
3199,1
3205,1
3212,1
3216,1
3230,1
3234,1
3242,1
3247,1
3270,1
3275,1
3283,1
3286,1
3299,1
3304,1
3316,1
3341,1
3347,1
3,2
13,2
14,2
24,2
39,2
55,2
59,2
67,2
74,2
82,2
99,2
108,2
111,2
120,2
126,2
136,2
142,2
146,2
150,2
160,2
167,2
176,2
181,2
189,2
192,2
202,2
207,2
213,2
216,2
228,2
233,2
238,2
241,2
267,2
270,2
275,2
285,2
286,2
292,2
305,2
307,2
317,2
323,2
336,2
354,2
357,2
360,2
367,2
371,2
383,2
388,2
396,2
404,2
406,2
412,2
420,2
427,2
430,2
436,2
441,2
453,2
459,2
462,2
467,2
481,2
489,2
499,2
502,2
510,2
515,2
517,2
531,2
540,2
561,2
570,2
573,2
583,2
596,2
609,2
614,2
619,2
625,2
630,2
638,2
644,2
653,2
654,2
661,2
671,2
676,2
681,2
685,2
692,2
696,2
699,2
707,2
714,2
722,2
729,2
737,2
743,2
747,2
755,2
760,2
769,2
777,2
782,2
786,2
794,2
801,2
806,2
810,2
819,2
828,2
834,2
849,2
858,2
862,2
866,2
879,2
883,2
887,2
895,2
904,2
914,2
917,2
926,2
932,2
938,2
945,2
953,2
965,2
970,2
977,2
984,2
987,2
1005,2
1011,2
1017,2
1023,2
1033,2
1035,2
1041,2
1043,2
1052,2
1064,2
1069,2
1077,2
1085,2
1087,2
1090,2
1097,2
1107,2
1114,2
1124,2
1136,2
1150,2
1153,2
1163,2
1172,2
1179,2
1184,2
1193,2
1202,2
1207,2
1210,2
1217,2
1228,2
1234,2
1242,2
1245,2
1260,2
1268,2
1273,2
1279,2
1285,2
1295,2
1297,2
1302,2
1311,2
1325,2
1329,2
1338,2
1343,2
1350,2
1354,2
1366,2
1372,2
1379,2
1384,2
1388,2
1394,2
1399,2
1408,2
1416,2
1420,2
1433,2
1443,2
1448,2
1452,2
1461,2
1463,2
1468,2
1475,2
1477,2
1487,2
1490,2
1495,2
1498,2
1507,2
1512,2
1519,2
1525,2
1531,2
1538,2
1548,2
1551,2
1568,2
1571,2
1577,2
1581,2
1592,2
1599,2
1611,2
1626,2
1632,2
1641,2
1647,2
1652,2
1657,2
1666,2
1669,2
1675,2
1678,2
1689,2
1696,2
1699,2
1705,2
1711,2
1715,2
1725,2
1731,2
1736,2
1743,2
1755,2
1760,2
1767,2
1771,2
1776,2
1780,2
1794,2
1801,2
1806,2
1812,2
1819,2
1827,2
1830,2
1834,2
1838,2
1845,2
1849,2
1858,2
1863,2
1865,2
1876,2
1884,2
1891,2
1897,2
1902,2
1911,2
1916,2
1917,2
1927,2
1934,2
1943,2
1950,2
1954,2
1959,2
1963,2
1987,2
1994,2
2002,2
2013,2
2018,2
2023,2
2029,2
2034,2
2047,2
2053,2
2061,2
2068,2
2075,2
2081,2
2086,2
2094,2
2098,2
2104,2
2114,2
2124,2
2128,2
2134,2
2141,2
2147,2
2151,2
2159,2
2166,2
2171,2
2177,2
2182,2
2191,2
2197,2
2203,2
2208,2
2218,2
2225,2
2232,2
2240,2
2245,2
2254,2
2259,2
2270,2
2277,2
2282,2
2290,2
2298,2
2306,2
2310,2
2318,2
2328,2
2340,2
2342,2
2347,2
2354,2
2364,2
2368,2
2379,2
2380,2
2395,2
2399,2
2406,2
2413,2
2419,2
2429,2
2434,2
2455,2
2463,2
2470,2
2478,2
2487,2
2495,2
2498,2
2508,2
2510,2
2519,2
2533,2
2539,2
2543,2
2545,2
2559,2
2565,2
2570,2
2581,2
2587,2
2594,2
2600,2
2607,2
2613,2
2619,2
2627,2
2635,2
2640,2
2644,2
2652,2
2660,2
2665,2
2674,2
2684,2
2690,2
2701,2
2707,2
2713,2
2719,2
2723,2
2729,2
2734,2
2745,2
2752,2
2771,2
2773,2
2782,2
2794,2
2797,2
2803,2
2815,2
2821,2
2830,2
2835,2
2842,2
2849,2
2859,2
2867,2
2874,2
2888,2
2896,2
2903,2
2912,2
2919,2
2925,2
2938,2
2946,2
2957,2
2966,2
2972,2
2979,2
2984,2
2989,2
2998,2
3007,2
3015,2
3023,2
3027,2
3034,2
3040,2
3050,2
3053,2
3064,2
3076,2
3092,2
3097,2
3103,2
3119,2
3126,2
3128,2
