3,1,100014,1
13,2,100022,1
24,4,100003,1
55,7,100022,1
59,8,100029,1
67,9,100013,1
74,10,100012,1
82,11,100014,1
99,13,100029,1
108,14,100019,1
111,15,100025,1
120,16,100027,1
126,17,100021,1
146,21,100028,1
150,22,100008,1
167,24,100011,1
176,25,100014,1
181,26,100013,1
192,28,100009,1
207,30,100033,1
213,31,100039,1
216,32,100027,1
228,33,100031,1
241,36,100008,1
267,38,100040,1
285,41,100024,1
286,42,100000,1
292,43,100027,1
305,44,100022,1
307,45,100000,1
317,46,100014,1
323,47,100026,1
336,49,100007,1
354,51,100023,1
357,52,100002,1
360,53,100002,1
371,55,100025,1
383,56,100036,1
388,57,100002,1
396,58,100016,1
404,59,100021,1
406,60,100030,1
412,61,100017,1
427,63,100037,1
430,64,100000,1
436,65,100002,1
441,66,100026,1
453,67,100037,1
459,68,100040,1
462,69,100003,1
481,72,100009,1
489,73,100011,1
502,75,100001,1
510,76,100040,1
515,77,100040,1
517,78,100010,1
531,79,100032,1
561,83,100014,1
570,84,100015,1
573,85,100009,1
583,86,100014,1
596,87,100033,1
609,89,100012,1
619,91,100037,1
630,93,100001,1
638,94,100014,1
644,95,100000,1
653,96,100040,1
654,97,100001,1
661,98,100031,1
671,99,100037,1
681,101,100002,1
685,102,100010,1
692,103,100006,1
696,104,100002,1
699,105,100008,1
707,106,100010,1
714,107,100002,1
722,108,100018,1
737,111,100006,1
743,112,100031,1
755,114,100014,1
760,115,100009,1
769,116,100001,1
777,117,100024,1
782,118,100021,1
794,120,100035,1
801,121,100037,1
806,122,100038,1
810,123,100028,1
828,125,100004,1
834,126,100011,1
849,127,100018,1
858,129,100038,1
879,132,100020,1
883,133,100028,1
887,134,100007,1
914,137,100020,1
917,138,100007,1
932,140,100013,1
938,141,100036,1
945,142,100033,1
953,143,100026,1
970,145,100035,1
984,147,100031,1
987,148,100005,1
1005,149,100035,1
1011,150,100029,1
1017,151,100019,1
1023,152,100017,1
1033,153,100020,1
1035,154,100035,1
1041,155,100016,1
1043,156,100007,1
1069,159,100002,1
1077,160,100023,1
1085,161,100024,1
1090,163,100014,1
1097,164,100013,1
1107,165,100018,1
1114,166,100037,1
1124,167,100036,1
1136,169,100009,1
1153,171,100009,1
1163,172,100036,1
1172,174,100008,1
1179,175,100010,1
1184,176,100026,1
1202,178,100036,1
1210,180,100002,1
1217,181,100015,1
1228,182,100030,1
1234,183,100027,1
1242,184,100029,1
1245,185,100007,1
1260,186,100031,1
1268,187,100027,1
1273,188,100002,1
1279,189,100037,1
1285,190,100019,1
1295,191,100022,1
1297,192,100002,1
1302,193,100029,1
1311,194,100019,1
1329,197,100007,1
1338,198,100002,1
1343,199,100026,1
1350,200,100001,1
1354,201,100004,1
1366,202,100032,1
1379,204,100006,1
1384,205,100019,1
1394,207,100006,1
1399,208,100017,1
1420,211,100025,1
1448,215,100038,1
1452,216,100029,1
1468,219,100029,1
1475,220,100021,1
1477,221,100008,1
1487,222,100039,1
1490,223,100011,1
1495,224,100033,1
1498,225,100009,1
1507,226,100005,1
1512,227,100003,1
1519,228,100016,1
1525,229,100017,1
1538,231,100039,1
1548,232,100023,1
1551,233,100011,1
1568,235,100024,1
1577,237,100003,1
1581,238,100009,1
1592,239,100040,1
1599,240,100019,1
1611,242,100008,1
1626,244,100028,1
1632,245,100003,1
1641,246,100036,1
1647,247,100020,1
1652,248,100012,1
1657,249,100003,1
1669,251,100034,1
1678,253,100014,1
1689,254,100020,1
1696,255,100015,1
1705,257,100029,1
1711,258,100005,1
1715,259,100008,1
1725,260,100026,1
1731,261,100002,1
1736,262,100026,1
1743,263,100026,1
1755,264,100018,1
1760,265,100002,1
1767,266,100023,1
