35,1,570,1
57,2,310,1
97,3,232,1
174,3,701,1
186,3,791,1
222,5,136,1
248,5,772,1
273,6,336,1
330,14,533,1
337,14,739,1
383,15,739,1
500,25,361,1
515,25,531,1
521,25,630,1
574,29,988,1
600,30,336,1
692,32,166,1
705,32,429,1
751,33,250,1
768,33,434,1
778,33,573,1
820,35,136,1
823,35,856,1
840,36,979,1
967,42,724,1
1038,49,685,1
1039,49,705,1
1268,57,541,1
1290,57,988,1
1431,62,713,1
1433,62,719,1
1553,66,221,1
1563,66,335,1
1593,66,630,1
1608,66,772,1
1628,66,949,1
1743,73,136,1
1860,76,221,1
1919,76,773,1
1941,76,949,1
1968,78,261,1
1982,78,576,1
2022,83,136,1
2067,85,535,1
2174,91,201,1
2237,91,429,1
2584,96,541,1
2590,96,988,1
2737,104,951,1
2823,107,186,1
2854,108,6,1
2946,112,363,1
3000,113,675,1
3011,113,949,1
3036,115,190,1
3071,119,336,1
3263,121,773,1
3302,121,949,1
3377,126,175,1
3402,127,169,1
3441,127,949,1
3558,134,766,1
3584,135,417,1
3585,135,455,1
3591,135,593,1
3610,136,35,1
3613,136,73,1
3677,136,582,1
3695,136,704,1
3697,136,721,1
3726,136,943,1
3785,138,772,1
3847,142,189,1
3861,142,979,1
3936,144,545,1
4235,158,927,1
4257,160,5,1
4269,160,63,1
4286,160,168,1
4298,160,221,1
4309,160,291,1
4318,160,344,1
4319,160,357,1
4332,160,434,1
4366,160,630,1
4379,160,693,1
4414,160,810,1
4429,160,913,1
4436,160,941,1
4461,161,361,1
4577,166,32,1
4580,166,68,1
4621,166,949,1
4710,168,208,1
4742,168,979,1
4756,169,127,1
4765,169,233,1
4767,169,261,1
4791,169,576,1
4814,169,869,1
4816,169,913,1
4887,172,934,1
4900,174,542,1
4925,176,276,1
4927,176,336,1
5192,185,701,1
5223,186,107,1
5274,186,834,1
5278,186,916,1
5316,188,696,1
5355,189,553,1
5379,189,979,1
5427,190,463,1
5474,190,1005,1
5536,192,254,1
5575,192,949,1
5602,194,62,1
5779,198,988,1
5784,199,569,1
5791,200,542,1
5794,200,739,1
5803,201,91,1
5846,201,916,1
5891,208,68,1
5916,208,470,1
5938,208,979,1
5989,215,160,1
6118,215,788,1
6228,224,91,1
6239,224,463,1
6289,229,570,1
6396,232,3,1
6404,232,186,1
6427,232,541,1
6435,232,699,1
6466,232,988,1
6483,233,169,1
6535,234,91,1
6565,234,693,1
6598,237,33,1
6602,237,186,1
6603,237,190,1
6609,237,336,1
6785,246,541,1
6808,246,988,1
6829,247,725,1
6906,250,33,1
6914,250,190,1
6940,250,570,1
6971,251,333,1
6984,251,536,1
7003,251,928,1
7024,252,988,1
7053,257,295,1
7090,261,78,1
7095,261,169,1
7107,261,576,1
7197,268,113,1
7289,268,949,1
7295,268,989,1
7306,269,292,1
7375,273,901,1
7426,276,176,1
7528,279,941,1
7570,281,361,1
7812,292,135,1
