51,1,3,1
365,7,23,1
1996,40,36,1
865,17,33,1
688,14,2,1
765,15,31,1
2314,47,11,1
888,18,6,1
1065,21,37,1
1445,29,24,1
1139,23,12,1
2365,48,13,1
1536,31,17,1
2256,46,2,1
1343,27,20,1
1942,39,31,1
1359,27,37,1
476,9,36,1
533,10,44,1
47,0,48,1
1706,34,41,1
639,13,2,1
1691,34,25,1
1408,28,37,1
872,17,40,1
501,10,12,1
13,0,14,1
1404,28,33,1
1483,30,13,1
1567,31,49,1
563,11,25,1
340,6,47,1
1481,30,11,1
2443,49,42,1
1025,20,46,1
1406,28,35,1
1352,27,30,1
341,6,48,1
2425,49,24,1
833,17,0,1
1474,30,4,1
1431,29,10,1
285,5,41,1
1528,31,9,1
1097,22,19,1
2171,44,15,1
649,13,12,1
1364,27,42,1
1833,37,20,1
2118,43,11,1
2324,47,21,1
1608,32,41,1
1655,33,39,1
1274,26,0,1
593,12,5,1
153,3,7,1
1273,25,49,1
1820,37,7,1
1126,22,49,1
9,0,10,1
475,9,35,1
1394,28,22,1
1847,37,34,1
261,5,17,1
821,16,38,1
587,11,49,1
847,17,14,1
661,13,25,1
1229,25,4,1
2100,42,43,1
1673,34,7,1
1731,35,16,1
2254,46,0,1
2345,47,42,1
753,15,19,1
2067,42,9,1
763,15,29,1
1730,35,15,1
1395,28,23,1
1099,22,21,1
352,7,10,1
1160,23,34,1
1685,34,19,1
1378,28,6,1
1941,39,30,1
380,7,38,1
557,11,19,1
643,13,6,1
614,12,27,1
1502,30,33,1
199,4,3,1
1539,31,20,1
2377,48,25,1
1226,25,1,1
1540,31,21,1
1919,39,8,1
647,13,10,1
1344,27,21,1
56,1,8,1
1358,27,36,1
1044,21,15,1
887,18,5,1
1263,25,39,1
113,2,16,1
1047,21,18,1
1870,38,8,1
1217,24,42,1
911,18,30,1
1371,27,49,1
1667,34,1,1
1224,24,49,1
1828,37,15,1
910,18,29,1
372,7,30,1
502,10,13,1
438,8,47,1
152,3,6,1
1102,22,25,1
2449,49,48,1
1468,29,48,1
729,14,44,1
2276,46,22,1
586,11,48,1
1709,34,44,1
2116,43,9,1
1340,27,17,1
1606,32,39,1
1822,37,9,1
1956,39,46,1
230,4,35,1
1989,40,29,1
2042,41,33,1
59,1,11,1
1073,21,45,1
680,13,44,1
1901,38,40,1
36,0,37,1
2156,44,0,1
1413,28,42,1
49,1,0,1
834,17,1,1
2144,43,37,1
1748,35,33,1
1903,38,42,1
1808,36,45,1
1247,25,22,1
1979,40,19,1
201,4,6,1
8,0,9,1
26,0,27,1
318,6,25,1
1615,32,48,1
1167,23,41,1
2119,43,12,1
1135,23,8,1
112,2,15,1
2378,48,26,1
1739,35,24,1
755,15,21,1
1020,20,41,1
444,9,3,1
1148,23,21,1
